urls,query,answer,topic,token
https://en.wikipedia.org/wiki/Aarilirunthu_Arubathu_Varai,aarilirunthu arubathu varai music director,Ilaiyaraaja,director,
https://en.wikipedia.org/wiki/Winston_Knoll_Collegiate,winston knoll collegiate address,"5255 Rochdale Blvd, Regina, Saskatchewan S4X 4M8, Canada",address,
https://en.wikipedia.org/wiki/Boxed_In_(Beavis_and_Butt-Head),beavis and butthead asmr episode number,"""Boxed In"", season 9 episode 3",episode,
https://en.wikipedia.org/wiki/Muddula_Mavayya,muddula mavayya music director,K. V. Mahadevan,director,
https://en.wikipedia.org/wiki/Tommy_Sotomayor,tommy sotomayor real name,Thomas Jerome Harris,real name,
https://en.wikipedia.org/wiki/2-Fluorobenzoic_acid,pka of ortho fluoro benzoic acid,3.27,other,
https://en.wikipedia.org/wiki/Green_Arrow_in_other_media,justice league unlimited green arrow voice actor,Kin Shriner,actor,
https://en.wikipedia.org/wiki/Alberto_Musalem,"Who became president and CEO of the Federal Reserve Bank of St. Louis on April 2, 2024?",Alberto G. Musalem,other,
https://en.wikipedia.org/wiki/Harvey_Pekar,harvey pekar cause of death,accidental overdose of antidepressants fluoxetine and bupropion,cause of death,
https://en.wikipedia.org/wiki/Lakhisarai_Assembly_constituency,Who won the Lakhisarai constituency seat in the 2020 Bihar Assembly elections?,Vijay Kumar Sinha,other,
https://en.wikipedia.org/wiki/Lai_Chi_Kok_Reception_Centre,lai chi kok reception centre address,"3/5 Butterfly Valley Road, Kowloon, Hong Kong",address,
https://en.wikipedia.org/wiki/Jasmine_Nabor,jasmine nabor college,National University,college,
https://en.wikipedia.org/wiki/List_of_ambassadors_of_Saudi_Arabia_to_Sweden,"Who was the Saudi Arabian Ambassador to Sweden as of April 22, 2021?",Enass Al-Shahwan,other,
https://en.wikipedia.org/wiki/Mutunus_Tutunus,priapus roman names,Mutunus Tutunus or Mutinus Titinus,other,
https://en.wikipedia.org/wiki/Pargi_Assembly_constituency,pargi assembly constituency number,54,other,
https://en.wikipedia.org/wiki/Pain_(journal),What was the impact factor for the journal *Pain* in 2021?,7.926,actor,
https://en.wikipedia.org/wiki/Soyuz_MS-27,What was the launch date of the Russian Soyuz MS-27 spacecraft?,"April 8, 2025",other,
https://en.wikipedia.org/wiki/Dave_Chapman_(actor),otis the aardvark voice,Dave Chapman,voice,
https://en.wikipedia.org/wiki/List_of_Once_Upon_a_Time_characters#Mother_Gothel,eloise gardener once upon a time actress,Emma Booth,actress,
https://en.wikipedia.org/wiki/Ajit_Kadkade,ajit kadkade date of birth,"January 11, 1951",date of birth,
https://en.wikipedia.org/wiki/Agnes_Yewande_Savage,first female doctor in west africa,Agnes Yewande Savage,first,
https://en.wikipedia.org/wiki/Callum_Ilott,"What was Callum Ilott's racing number for the 2025 IndyCar Series, driving for Prema Racing?",No. 90,other,
https://en.wikipedia.org/wiki/List_of_Navy_Midshipmen_bowl_games,What was the Navy Midshipmen bowl game record through the 2024 season?,"13 wins, 11 losses, and 1 tie",son,
https://en.wikipedia.org/wiki/West_Irving_station,west irving station address,"4200 Jackson St, Irving, Texas",address,
https://en.wikipedia.org/wiki/Grindslow_Knoll,grindslow knoll elevation (meters),"601 meters (1,972 feet)",elevation,
https://en.wikipedia.org/wiki/Bourvil,bourvil cause of death,"Kahler's syndrome, also known as multiple myeloma",cause of death,
https://en.wikipedia.org/wiki/Just_Get_Up_and_Close_the_Door,who wrote just get up and close the door,Linda Hargrove,other,
"https://en.wikipedia.org/wiki/Choice_Paradise,_Kochi",choice paradise how many floors,40 floors,other,
https://en.wikipedia.org/wiki/Bernard_Belle,who is regina belle siblings,Bernard Belle,other,
https://en.wikipedia.org/wiki/Shawnee_Mountain_Ski_Area,shawnee mountain vertical drop,700 feet (210 meters),other,
https://en.wikipedia.org/wiki/Tundla_Assembly_constituency,Who won the Tundla constituency MLA seat in the 2022 Uttar Pradesh elections?,Prem Pal Singh Dhangar,other,
https://en.wikipedia.org/wiki/Amplifon,amplifon founder,Algernon Charles Holland,founder,
https://en.wikipedia.org/wiki/Meathead_Goldwyn,meathead goldwyn real name,Craig Goldwyn,real name,
https://en.wikipedia.org/wiki/North_Eastern_Indira_Gandhi_Regional_Institute_of_Health_and_Medical_Sciences,motto of neigrihms,Ad Scientia Et Vita (Towards Knowledge and Life),motto,
https://en.wikipedia.org/wiki/Sabbhineni_Meghana,sabbineni meghana birth district,"Krishna, Andhra Pradesh, India",district,
https://en.wikipedia.org/wiki/Product_Hunt,Who founded Product Hunt?,Ryan Hoover,other,
https://en.wikipedia.org/wiki/Government_of_Transnistria,transnistria government type,semi-presidential republic,other,
https://en.wikipedia.org/wiki/Priti_Sapru,preeti sapru date of birth,"December 24, 1957",date of birth,
https://en.wikipedia.org/wiki/Idolish7,What is Tamaki Yotsuba's age?,17,other,
https://en.wikipedia.org/wiki/Oshawa_GO_Station,oshawa go train station address,"915 Bloor Street West, Oshawa, ON L1J 7E2, Canada",address,
https://en.wikipedia.org/wiki/Clint_Bickham,kenma kozume english voice actor,Clint Bickham,actor,
https://en.wikipedia.org/wiki/Thalassiosira_pseudonana,thalassiosira pseudonana common name,a centric diatom,other,
https://en.wikipedia.org/wiki/CD_Vijaya_Adhikari,cd vijaya adhikari wife,Manisha Rai,wife,
https://en.wikipedia.org/wiki/Lepa_Luki%C4%87,lepa lukić full name,Lepava Mušović,full name,
https://en.wikipedia.org/wiki/Ayushman_Mitra,bobo calcutta owner,Ayushman Mitra,owner,
https://en.wikipedia.org/wiki/Drew_Arellano,drew arellano real name,Andrew James Estrella Arellano,real name,
https://en.wikipedia.org/wiki/Cengiz_%C3%9Cnder,What jersey number did Cengiz Ünder wear for Los Angeles FC?,22,other,
https://en.wikipedia.org/wiki/Hibi_Eden,hibi eden father name,George Eden,father,
https://en.wikipedia.org/wiki/Murder_in_Michigan_law,2nd degree murder michigan minimum sentence,any number of years in prison,other,
https://en.wikipedia.org/wiki/Dan_Gerson,"Who voiced Needleman and Smitty in the movie *Monsters, Inc.*?",Dan Gerson,voice,
https://en.wikipedia.org/wiki/Piplya_Mandi,pipliya mandi district,Mandsaur district,district,
https://en.wikipedia.org/wiki/Pranab_Prakash_Das ,pranab prakash das father name,Ashok Kumar Das,father,
https://en.wikipedia.org/wiki/Devarakonda_Assembly_constituency,Which person won the Devarakonda constituency in the 2023 Telangana Assembly elections?,Nenavath Balu Naik,son,
https://en.wikipedia.org/wiki/Tae_Crowder,"What team was Tae Crowder signed with on January 17, 2025?",Birmingham Stallions,other,
https://en.wikipedia.org/wiki/Hougang_Bus_Depot,hougang depot address,"4 Defu Avenue 1, Singapore 539536",address,
https://en.wikipedia.org/wiki/Maurice_Harkless,What team was Maurice Harkless playing for as of December 2023?,Rip City Remix,other,
https://en.wikipedia.org/wiki/Tess_Holliday,tess holliday birthday,"July 5, 1985",birthday,
https://en.wikipedia.org/wiki/Anne_Chamberlain,neville chamberlain wife,Anne de Vere Chamberlain (née Cole),wife,
https://en.wikipedia.org/wiki/Runrig_discography,runrig first album,Play Gaelic (1978),first,
https://en.wikipedia.org/wiki/Nox_Guni,nox guni date of birth,"September 6, 1983",date of birth,
https://en.wikipedia.org/wiki/Dalugama,dalugama postal code,11300,other,
https://en.wikipedia.org/wiki/S._R._Butler_High_School,sr butler high school address,"3401 Holmes Ave, Huntsville, AL, 35816",address,
https://en.wikipedia.org/wiki/Qantas_Flight_32,vh oqa name,Nancy-Bird Walton,other,
https://en.wikipedia.org/wiki/Shankar%E2%80%93Ganesh,sivappu malli music director,Shankar-Ganesh,director,
https://en.wikipedia.org/wiki/Lawal_Pedro,"Who was appointed Commissioner for Justice of Lagos State in September 13, 2023?","Lawal Pedro, SAN",other,
https://en.wikipedia.org/wiki/Tazumuddin_Upazila,tazumuddin upazila post code,8350,other,
https://en.wikipedia.org/wiki/Ashtavinayak_(film),ashtavinayak film release date,"February 9, 1979",release,
https://en.wikipedia.org/wiki/Zindagi_Na_Milegi_Dobara_(soundtrack),khwabon ke parindey singer,Mohit Chauhan and Alyssa Mendonsa,other,
https://en.wikipedia.org/wiki/Shilaroo_Hockey_Stadium,world's highest hockey ground is located in,Shilaroo Hockey Stadium,other,
https://en.wikipedia.org/wiki/St_Helens_North_(UK_Parliament_constituency),"Who was the MP for St Helens North as of July 4, 2024?",David Baines,other,
https://en.wikipedia.org/wiki/Me_and_Mr._Jonas_and_Mr._Jonas_and_Mr._Jonas,on what date was the episode where the jonas brothers on hannah montana,"August 17, 2007",episode,
https://en.wikipedia.org/wiki/Bambie_Thug,bambie thug real name,Bambie Ray Robinson,real name,
https://en.wikipedia.org/wiki/Bheemili_Kabaddi_Jattu,bheemili kabaddi jattu release date,"July 9, 2010",release,
https://en.wikipedia.org/wiki/Mrs._Miniver_(character),mr miniver first name,Clem,first,
https://en.wikipedia.org/wiki/2025_National_Women%27s_Soccer_League_season,How many regular season matches in total each team in the NWSL play in the 2025 season?,26,son,
https://en.wikipedia.org/wiki/Brijesh_Chowta,brijesh chowta date of birth,"August 31, 1981",date of birth,
https://en.wikipedia.org/wiki/2019%E2%80%9320_Ranji_Trophy,most runs in ranji trophy 2020,"Rahul Dalal, 1,340 runs",other,
https://en.wikipedia.org/wiki/Southport_(UK_Parliament_constituency),Who was the Member of Parliament for Southport elected in the 2024 general election?,Patrick Hurley,other,
https://en.wikipedia.org/wiki/Video_%26_Arcade_Top_10,nicholas picholas real name,Nicholas Schimmelpenninck,real name,
https://en.wikipedia.org/wiki/Gulder_Ultimate_Search,gulder ultimate search season 7 winner,Kunle Remi (Oyekunle Oluwaremi),son,
https://en.wikipedia.org/wiki/Weston_Ranch_High_School,weston ranch high school colors,Maroon and Gray,colors,
https://en.wikipedia.org/wiki/Comanche_Moon_(miniseries),comanche moon number of episodes,3 episodes,episode,
https://en.wikipedia.org/wiki/Atmakur_Assembly_constituency,atmakur assembly constituency code number,115,other,
https://en.wikipedia.org/wiki/Niwai_Assembly_constituency,Who won the 2023 election for MLA of the Niwai constituency in Rajasthan?,Ram Sahay Varma,other,
https://en.wikipedia.org/wiki/The_Solo_Album,Name of sonny rollins solo album,The Solo Album (1985),son,
https://en.wikipedia.org/wiki/Thar_Htay,"Who was appointed Chief Justice of Myanmar on August 3, 2023?",The Honorable Thar Htay,other,
https://en.wikipedia.org/wiki/Ujjain_Lok_Sabha_constituency,alot vidhan sabha number,223,other,
https://en.wikipedia.org/wiki/Morlun,first appearance of morlun,*The Amazing Spider-Man* vol. 2 #30 (June 2001),first,
https://en.wikipedia.org/wiki/Multai_Assembly_constituency,Who was the MLA for the Multai Assembly constituency in Madhya Pradesh elected in 2023?,Chandrashekhar Deshmukh,other,
https://en.wikipedia.org/wiki/The_Invisible_Hand_(The_Spectacular_Spider-Man),spectacular spider man rhino voice actor,Clancy Brown,actor,
https://en.wikipedia.org/wiki/Alyssa_Alano,alyssa alano real name,Geramie Daud,real name,
https://en.wikipedia.org/wiki/Madhusudan_Bag,Who was elected as the MLA for the Arambagh Assembly constituency in the 2021 West Bengal state assembly elections?,Madhusudan Bag,other,
https://en.wikipedia.org/wiki/Moon_Hee-joon,moon hee jun son,Moon Hee-woo,son,
https://en.wikipedia.org/wiki/Adam_Ragusea,adam ragusea degree,Bachelor's degree in music theory and composition from Penn State University (2004),other,
https://en.wikipedia.org/wiki/Kevin_Abstract,kevin abstract birthday,"July 16, 1996",birthday,
https://en.wikipedia.org/wiki/Natalie_Metcalf,nat metcalf height (cm),174 cm (5 ft 8 1⁄2 in),height,
https://en.wikipedia.org/wiki/Sreelekha_Mitra,sreelekha mitra father name,Santosh Mitra,father,
https://en.wikipedia.org/wiki/Tara_Emad,tara emad nationality,Egyptian and Montenegrin,nationality,
https://en.wikipedia.org/wiki/Task_Manager_(Windows),creator of task manager,David William Plummer,other,
https://en.wikipedia.org/wiki/List_of_governors_of_North_Western_Province,"Who was the Governor of the North Western Province of Sri Lanka as of September 25, 2024?",Tissa Kumarasiri Warnasuriya,other,
https://en.wikipedia.org/wiki/LeToya_Luckett,letoya luckett date of birth,"March 11, 1981",date of birth,
https://en.wikipedia.org/wiki/Shiphtur,shiphtur real name,Danny Le,real name,
https://en.wikipedia.org/wiki/Apurva_Nemlekar,shevanta real name,Apurva Nemlekar,real name,
https://en.wikipedia.org/wiki/Bonnie_McKee,bonnie mckee hot city album release date,"May 31, 2024",release,
https://en.wikipedia.org/wiki/Little_Willy_(song),recording artist of sweet little willy,The Sweet,record,
https://en.wikipedia.org/wiki/Neiman_Gracie,"What was Neiman Gracie's professional MMA record as of August 23, 2024?",13 wins and 6 losses,record,
https://en.wikipedia.org/wiki/Cirkut,cirkut real name,Henry Russell Walter,real name,
https://en.wikipedia.org/wiki/Jyothi_Lakshmi_(film),jyothi lakshmi movie director,Puri Jagannadh,director,
https://en.wikipedia.org/wiki/Raja_Lakhamagouda_dam,hidkal dam capacity (TMC),51.16 TMC,capacity,
"https://en.wikipedia.org/wiki/Minister_of_Employment,_Workforce_Development_and_Official_Languages",What was Randy Boissonnault's salary as the Employment and Official Languages Minister in Canada as of July 2024?,"$299,900 CAD",son,
https://en.wikipedia.org/wiki/EFL_Cup,Who won the Carabao Cup in the 2024-2025 season?,Newcastle United,son,
https://en.wikipedia.org/wiki/Tuni_Assembly_constituency,tuni assembly constituency number,35,other,
https://en.wikipedia.org/wiki/Geoff_Rowley,What was Geoff Rowley's board sponsor after he joined the team in May 2024?,Toy Machine,other,
https://en.wikipedia.org/wiki/2009_Mnet_Asian_Music_Awards,mama 2009 song of the year,"""I Don't Care"" by 2NE1",son,
